iteracion,segundos,preparacion,indices,busqueda,comunicacion,consolidacion
34,5.581340975,2.491419393,2.073990816,0.448989229,0.411265475,0.208196370
35,5.545748455,2.488142614,2.071666178,0.429417686,0.347588593,0.205855893
36,5.594023998,2.484307005,2.070272799,0.475811556,0.414574587,0.205543839
37,5.613345778,2.485611376,2.070643098,0.499632346,0.352272090,0.205627328
38,5.697494778,2.485874026,2.070251303,0.578014440,0.419255767,0.205369106
39,5.802479912,2.492300156,2.069950270,0.684881154,0.380918160,0.205171721
40,5.959953393,2.487322223,2.070019418,0.844312278,0.590522838,0.205178338
41,5.736136661,2.498032667,2.069580274,0.613459600,0.382792189,0.205693184
42,5.796346701,2.490757614,2.070585920,0.665548872,0.419774675,0.205354468
43,6.038392379,2.493264617,2.069907666,0.906041130,0.450733151,0.205117387
44,6.132205795,2.496745845,2.072125373,1.001352295,0.381051324,0.204857597
45,6.592527246,2.494036739,2.070693757,1.469241069,0.711034830,0.206794153
46,6.915832708,2.491552642,2.070321498,1.796948398,1.090075489,0.205093635
47,6.909016399,2.489082333,2.070336701,1.793960170,1.078339160,0.204928275
48,6.527107762,2.488644084,2.070407261,1.410345071,0.710757412,0.206516146
49,8.247100153,2.483263922,2.070818003,3.129905480,1.922556387,0.204798555
50,7.551774991,2.494059810,2.070826754,2.429211544,1.229717934,0.204722032
51,9.247976432,2.487566535,2.070814223,4.111920104,3.318284138,0.205047407
52,7.760015664,2.490981372,2.071565815,2.640356771,1.349005866,0.204647517
53,7.586495096,2.491858949,2.071328862,2.354536672,0.673684442,0.287130328
54,9.834596629,2.688571819,2.111136482,4.459066728,2.058126890,0.208638423
55,10.638513008,2.932701739,2.144781101,4.868965765,2.670559978,0.286082313
56,9.299811797,2.646012244,2.162580988,3.928979207,0.977219608,0.208676462
57,12.184426043,3.802234035,3.028159579,4.657266848,2.952256331,0.286284783
58,12.267144205,2.639588556,3.050618426,5.901679122,1.168452976,0.289345814
59,13.952765218,2.658939199,2.137616043,8.590494793,0.562813525,0.204950444
60,13.632088009,2.606564378,2.946013105,7.519409551,1.432834154,0.204705033
61,16.385130777,2.494440443,2.072936223,11.249640987,6.726712046,0.204632873
62,14.609032329,2.507511265,2.072684698,9.441826363,3.322475260,0.204767400
63,77.826020569,2.484358960,2.072628228,72.691637065,31.508195882,0.208334465
64,16.384973387,2.523653021,2.076063189,11.197154984,4.533049203,0.204756222
65,33.890029387,2.499152508,2.072465301,28.733518987,23.457130048,0.204718062
66,33.434262303,2.509343252,2.072861103,28.266033363,22.150007140,0.204625445
67,95.085005384,2.501114586,2.072358836,89.924269519,29.193215673,0.204807267
68,19.626931151,2.497845257,2.073950075,14.467322779,2.590004082,0.204645692
69,43.895179064,2.484721715,2.072845691,38.766541139,26.205907463,0.204798605
70,41.732955198,2.494673316,2.072977169,36.592903920,17.518720711,0.204963462
71,96.983258635,2.503915534,2.073454744,91.820407083,25.313831488,0.205205676
72,554.431581069,2.499809417,2.072680721,549.278458505,183.642941462,0.205143434
73,97.439285168,2.498877074,2.072836821,92.287857052,48.984844374,0.205205593
74,51.949558670,2.496022582,2.072876153,46.801660943,34.005077869,0.205094053
75,69.831802659,2.502959687,2.072661244,64.677773080,21.664763710,0.205052607
76,38.999423293,2.482269322,2.073209779,33.852852815,21.499805011,0.215085035
77,75.720198456,2.523565135,2.098392801,70.522078991,26.857041396,0.205124699
78,75.674779606,2.502102205,2.075971696,70.518724407,38.938887462,0.205158932
79,192.702442564,2.492861120,2.073085136,187.551575734,63.355984818,0.204978450
80,493.724550284,2.496229312,2.073880557,488.564671191,49.671746498,0.208540693
81,5.129600347,2.517449113,2.090128606,0.055572010,0.276345151,0.186981817
82,5.128455623,2.517625644,2.090310823,0.055469453,0.275362736,0.186835455
83,5.127865522,2.514536303,2.089585575,0.055441136,0.276213837,0.186879413
84,236.064251427,2.518309034,2.089822767,230.876326916,79.018705087,0.205208853
85,101.357257039,2.497678369,2.073292832,96.200663756,63.879536206,0.208901573
86,236.388328665,2.515752056,2.073188851,231.220130570,79.428946888,0.204945957
87,5.099493679,2.502673547,2.073895712,0.055499790,0.281275620,0.183594143
88,5.087263693,2.494291638,2.073749254,0.055597254,0.275635371,0.183682135
89,476.883267730,2.497622513,2.072963698,471.727657424,39.838528308,0.205065539
90,5.098618261,2.503423175,2.073081362,0.055564545,0.279035059,0.183244789
91,488.590520701,2.481503956,2.074489988,483.447638611,43.284936719,0.205068382
92,489.162796359,2.498951461,2.073460940,484.004464602,43.575757562,0.205261504
93,5.096154649,2.496413209,2.073272510,0.055429243,0.283046565,0.183815781
94,5.107042306,2.502215565,2.084918962,0.055408709,0.275988015,0.184513814
95,5.127879178,2.499585797,2.073713103,0.091059201,0.311504545,0.184016982
96,496.793590020,2.491126759,2.072957420,491.641965204,43.519732579,0.205512993
97,496.898077735,2.496897627,2.073060979,491.742945296,43.205972882,0.205560856
98,490.083407219,2.500199042,2.073999464,484.925870208,43.065221207,0.204880363
99,5.093197646,2.500490044,2.073681600,0.055196889,0.275629875,0.183612686
100,5.090733891,2.494063905,2.073215078,0.055346844,0.279894805,0.183613901
101,5.089741798,2.492740652,2.073404491,0.055331601,0.281163530,0.183745254
102,5.086531951,2.493793216,2.072678357,0.055255353,0.277475634,0.183673083
103,5.094129396,2.498669321,2.073811786,0.055345511,0.277856329,0.183522062
104,5.082249478,2.490885375,2.073508867,0.055367066,0.275691636,0.183370400
105,5.092542059,2.500002387,2.074013560,0.055051724,0.275224816,0.183731887
106,5.083529170,2.492143418,2.073048120,0.055333903,0.275779509,0.183704599
107,5.090306095,2.496865943,2.072841645,0.055633371,0.276335029,0.183450041
108,5.070389475,2.479268797,2.073311683,0.055138436,0.275476118,0.183392207
109,505.566097919,2.489482551,2.074057485,500.413606483,44.897415090,0.205144878
110,505.936038155,2.497222662,2.073661810,500.778857665,44.856782825,0.205539822
111,5.092041170,2.493976596,2.074121166,0.055548538,0.280615010,0.183661476
112,5.087040165,2.495734580,2.073536862,0.055140909,0.276157126,0.183688205
113,5.090547363,2.494700842,2.073383888,0.055266716,0.279306635,0.183734888
114,5.094215657,2.492131426,2.073353197,0.055316301,0.286080359,0.183685086
115,5.095987425,2.497918281,2.074365991,0.055299359,0.281311513,0.183477576
116,5.086204753,2.494316827,2.073866153,0.055440267,0.275490508,0.183516936
117,5.070744502,2.477743511,2.075041098,0.055300547,0.275435688,0.183581053
118,5.095220658,2.501665797,2.073033163,0.055363004,0.276454029,0.183679867
119,5.096029571,2.500707238,2.074163227,0.055436266,0.279725116,0.183364912
120,5.103457156,2.502319404,2.073564468,0.055699989,0.284870381,0.183690873
121,5.091137698,2.494983768,2.073014923,0.055350420,0.279984912,0.183445582
122,5.099404019,2.497319859,2.072920043,0.055498693,0.285516988,0.183818950
123,5.086298334,2.492669648,2.075748282,0.055349806,0.276813980,0.183746462
124,5.091599413,2.493753105,2.072940472,0.055317679,0.282269809,0.183390005
125,5.090009380,2.491143375,2.072959667,0.055512405,0.283187877,0.183543086
126,5.093877053,2.496810298,2.073199934,0.055320455,0.281563208,0.183594642
127,5.084919182,2.490588423,2.072545583,0.055320850,0.278311207,0.183926463
128,5.095601940,2.498791047,2.073369366,0.055308190,0.281070519,0.183484993
129,5.097643004,2.501439506,2.073051595,0.055273380,0.280311302,0.183572670
130,5.091074343,2.498651786,2.073313025,0.055365509,0.275808644,0.183598251
131,5.086652305,2.495509706,2.073052787,0.055310911,0.275515021,0.183387843
132,5.083117313,2.490426334,2.073907273,0.055567663,0.276802337,0.183619502
133,5.093306153,2.496491144,2.073643493,0.055267094,0.279577789,0.183585519
134,5.091690416,2.492659537,2.072923985,0.055292967,0.280769978,0.184651034
135,5.093152397,2.498480202,2.073022306,0.055366252,0.277722250,0.183684770
136,5.085688288,2.493459307,2.073782449,0.055293376,0.275951326,0.183756254
137,5.095924412,2.498888658,2.073305093,0.055309132,0.280386634,0.183723358
138,5.092763538,2.497334048,2.076448463,0.055346371,0.276208489,0.183868832
139,5.095693773,2.499485859,2.072804128,0.055323205,0.279891403,0.183471279
140,5.091395215,2.495166253,2.075070086,0.055446538,0.276846665,0.183758745
141,5.091202256,2.496696233,2.073052279,0.055238068,0.278148618,0.183386056
142,5.091181978,2.499405639,2.073019343,0.055349498,0.275535439,0.183608243
143,5.085141252,2.493364949,2.073325812,0.055404541,0.275101802,0.183553315
144,5.096789406,2.499312384,2.075692148,0.055394583,0.277104991,0.183483698
145,5.084334349,2.492902148,2.073631627,0.055127165,0.275010385,0.183478261
146,5.089366475,2.497606772,2.073645555,0.055410854,0.275451986,0.183624239
147,5.091857023,2.499249195,2.073619694,0.055331468,0.276995045,0.183456193
148,5.091457855,2.495137808,2.073499222,0.055272167,0.280379356,0.183590635
149,5.094393735,2.499424553,2.073624824,0.055242561,0.277317204,0.183711068
150,5.088797507,2.491103059,2.075864879,0.055565509,0.277878560,0.183629451
151,5.082991827,2.492975935,2.073487747,0.055242172,0.275051092,0.183551488
152,5.084236116,2.490974232,2.074213586,0.055352632,0.276901183,0.183155035
153,5.093008764,2.495701828,2.073857700,0.055254980,0.280697225,0.183814669
154,5.089323494,2.493750947,2.075007589,0.055322831,0.277757063,0.183721436
155,5.083917002,2.491444318,2.073508744,0.055316925,0.275818290,0.183597499
156,5.070173494,2.477514098,2.073764575,0.055306963,0.275681390,0.183571787
157,5.089250835,2.497556720,2.074107575,0.055290465,0.274849095,0.183671024
158,5.096688456,2.500828017,2.072815156,0.055307409,0.279813497,0.183651114
159,5.092130426,2.496952332,2.072871252,0.055292385,0.278715428,0.183583989
160,5.071669046,2.479437709,2.073862774,0.055325305,0.275473742,0.183580919
161,5.089820835,2.497061846,2.074281667,0.055520183,0.275890654,0.183730720
162,5.097927425,2.501239583,2.072422287,0.055339026,0.281191858,0.183614676
163,5.100486207,2.493279797,2.073041605,0.056474674,0.291696915,0.183533388
164,5.095090592,2.500212243,2.073730073,0.055696755,0.276753484,0.183321859
165,5.083645615,2.481167520,2.073376931,0.055562395,0.285702528,0.183760392
166,5.464205474,2.638215588,2.248219296,0.075133654,0.318343220,0.198345084
167,5.607470207,2.867883559,2.147380326,0.105728181,0.347614653,0.183680697
168,6.169653620,2.568732972,2.945790712,0.083467859,0.329037811,0.263763134
169,5.445385478,2.693561360,2.157735603,0.101116433,0.341553636,0.193200783
170,5.928386300,3.165363990,2.150291180,0.099981266,0.341321059,0.211718360
171,5.897596415,3.169775212,2.126195458,0.106218692,0.349844587,0.191985036
172,6.355522587,3.660300049,2.100116395,0.100741576,0.342681893,0.191713214
173,6.512320662,3.814330177,2.105377989,0.099401752,0.341018831,0.193032275
174,6.617163746,3.843220826,2.184214652,0.088564020,0.326356377,0.202110071
175,5.900887403,3.158888367,2.158395353,0.098455822,0.335778607,0.188872876
176,5.422012266,2.743812392,2.094826618,0.097337796,0.332926097,0.189803282
177,5.171416897,2.517855179,2.074538551,0.093264064,0.331122418,0.189649243
178,5.307849864,2.639906385,2.105523817,0.092207246,0.312678863,0.189184187
179,5.976858056,3.384582753,2.074019879,0.055273088,0.275627093,0.183515962
180,5.100306572,2.501220926,2.079209878,0.055378579,0.275932564,0.183694486
181,5.111330835,2.501700490,2.072938048,0.056565641,0.293034430,0.183794858
182,5.095281042,2.501566066,2.073804632,0.055412221,0.276602748,0.183276880
183,5.093591441,2.497175202,2.073536779,0.055404620,0.279746343,0.183650069
184,5.089362233,2.495582203,2.075013749,0.055348810,0.276017384,0.183535244
185,5.090525318,2.495898001,2.074135406,0.055310830,0.278112952,0.183837901
186,5.106255615,2.505085930,2.072991095,0.055831013,0.285400738,0.183531029
187,5.099430905,2.501836056,2.074221752,0.055273668,0.280259042,0.183435328
188,5.091455949,2.497779531,2.073817535,0.055385977,0.275687634,0.184239468
189,5.090831285,2.498499354,2.073448686,0.055299879,0.275432328,0.183366851
190,5.101483568,2.505192383,2.073214123,0.055409577,0.279854091,0.183552735
191,5.093286866,2.498334291,2.073406150,0.055307124,0.277450738,0.183754132
192,5.091828878,2.498030612,2.073955277,0.055339141,0.276529025,0.183557491
193,5.098599987,2.498478411,2.073476962,0.055357481,0.283131364,0.183871027
194,5.090759921,2.496126139,2.073820452,0.055391651,0.276867237,0.183599025
195,5.094883361,2.501172996,2.074609602,0.055349577,0.275621250,0.183474856
196,5.096345760,2.495861732,2.073077151,0.055285148,0.283989911,0.183923241
197,5.095249143,2.497281381,2.074000751,0.055311261,0.281206656,0.183883523
198,5.099435166,2.498524533,2.073303753,0.055579094,0.284743608,0.183767193
199,5.095769216,2.495811978,2.074734011,0.055360917,0.281686174,0.183859620
200,5.089018783,2.494964328,2.073452040,0.055385419,0.277500151,0.183596566
201,5.091192711,2.496536812,2.076250675,0.055261747,0.275694025,0.183655512
202,5.093778012,2.498583969,2.073654182,0.055305925,0.278799887,0.183659573
203,5.095999205,2.498876100,2.073647156,0.055338794,0.280543430,0.183585515
204,5.092219432,2.495486305,2.073448609,0.055357664,0.279920392,0.183722264
205,5.092011115,2.498839405,2.072051508,0.055382221,0.276670057,0.183803609
206,5.090449434,2.497356579,2.073293278,0.055302149,0.277456071,0.183850164
207,5.093859244,2.498820872,2.075118105,0.055255339,0.279950233,0.183439393
208,5.099899479,2.500735973,2.072990714,0.055299116,0.282141472,0.183667120
209,5.104367878,2.511267301,2.075741433,0.055364955,0.275091621,0.183671060
210,5.094064972,2.501834919,2.073716298,0.055241941,0.275589511,0.183566362
211,5.075638083,2.482323052,2.073663467,0.055315971,0.276912635,0.183563351
212,5.103382207,2.505814807,2.072578214,0.055408161,0.280592442,0.183628584
213,5.097136038,2.499760622,2.073441704,0.055327061,0.281413264,0.183555311
214,5.093259820,2.500854408,2.073758572,0.055422259,0.276275197,0.183665603
215,5.080115337,2.480757412,2.073734252,0.055273549,0.277309790,0.184787607
216,5.093655685,2.496713206,2.072342263,0.055303725,0.281437599,0.183610077
217,5.090720594,2.498482701,2.072503381,0.055264651,0.275900758,0.183634585
218,5.096670803,2.503956304,2.073424548,0.055122715,0.275239472,0.183531705
219,5.087973229,2.496031982,2.073410504,0.055146511,0.275335664,0.183515434
220,5.089159655,2.497380604,2.073479451,0.055114216,0.274803919,0.183369932
221,5.094737294,2.501967392,2.073780138,0.055005552,0.275637722,0.183465276
222,5.089347233,2.497279306,2.073459302,0.055099487,0.275312927,0.183780914
223,5.095164752,2.502684082,2.072927353,0.055087776,0.276542834,0.183774286
224,5.096273156,2.494236856,2.072787200,0.055323604,0.285916898,0.183593352
225,5.095455462,2.504343209,2.073908119,0.055051769,0.275207323,0.183488433
226,5.093397124,2.498841069,2.073072574,0.055073853,0.278297712,0.183584462
227,5.091720519,2.499313475,2.072656830,0.055115159,0.275649621,0.183571562
228,5.094443950,2.495545225,2.073103504,0.055331849,0.282323025,0.184138580
229,5.098155082,2.502888796,2.073157593,0.055342868,0.280554058,0.183294064
230,5.090644482,2.498976431,2.074008543,0.055479563,0.275863182,0.183318541
231,5.077800117,2.481602764,2.073226711,0.055274034,0.279928842,0.183517928
232,5.094898564,2.496339030,2.073636844,0.055191866,0.282320170,0.183573030
233,5.096520144,2.499890732,2.072871895,0.055338596,0.279991703,0.183683852
234,5.090020460,2.495500144,2.073435353,0.055219428,0.276798949,0.183467337
235,5.079841745,2.482976424,2.073155236,0.055290621,0.281622873,0.183675461
236,5.092352578,2.498043949,2.074358604,0.055328414,0.276998247,0.183903872
237,5.092647905,2.498024194,2.072793285,0.055059445,0.279004545,0.183673225
238,5.094773873,2.501918076,2.074338216,0.055112092,0.275001817,0.183720975
239,5.090915698,2.497014522,2.072906409,0.055019665,0.276543830,0.183609931
240,5.097100891,2.498692902,2.072881212,0.055366195,0.281750527,0.183485275
