iteracion,segundos,preparacion,indices,busqueda,comunicacion,consolidacion
29,5.897089152,2.741506021,2.069680908,0.522268741,0.366645089,0.206584630
30,5.890375741,2.743126345,2.070776251,0.519455008,0.358151970,0.206645524
31,5.909604195,2.749638176,2.069515857,0.525116860,0.361351199,0.206200503
32,5.927652677,2.751651970,2.072978608,0.546326382,0.378092880,0.206402466
33,5.957923438,2.757004573,2.070325972,0.566503005,0.411944750,0.205855022
34,5.962217462,2.749154379,2.069950979,0.577367106,0.417115940,0.205872047
35,5.949435202,2.758623214,2.070261863,0.554172627,0.362031202,0.205675904
36,5.999237151,2.761782115,2.070461460,0.602196338,0.418601240,0.205462113
37,6.017720649,2.763618156,2.070886885,0.626938526,0.355255482,0.205630476
38,6.093965581,2.754812007,2.070680349,0.706850753,0.426266152,0.205675136
39,6.196585206,2.758259075,2.070450465,0.807571138,0.393883778,0.205357676
40,6.377202999,2.767890075,2.070106038,0.958439936,0.608414000,0.205256822
41,6.136630106,2.768673732,2.072773937,0.734028366,0.389469822,0.205235465
42,6.190193385,2.770301494,2.070165277,0.780452581,0.413241137,0.205086774
43,6.429131556,2.762747920,2.070501896,1.028608086,0.437890766,0.204880459
44,6.517138623,2.767451320,2.071491270,1.122708739,0.366366347,0.205143279
45,7.010571507,2.769552134,2.070859368,1.604620591,0.717075304,0.204973830
46,7.338970471,2.774976644,2.071204954,1.935165036,1.089535377,0.205773183
47,7.344038753,2.783757640,2.071357625,1.935451380,1.081659606,0.204643180
48,6.947384908,2.783571410,2.070839110,1.537974885,0.709676871,0.204780618
49,8.707915311,2.762116177,2.072018589,3.307078977,1.969660021,0.204739168
50,7.951135685,2.758041206,2.071434380,2.564297353,1.240266010,0.204726548
51,9.692255308,2.774957781,2.070641948,4.259353894,3.335219809,0.204866257
52,8.198408901,2.773886243,2.071971913,2.795787257,1.346959571,0.204791358
53,7.910260968,2.762144182,2.074545154,2.519088674,0.644111595,0.204814458
54,10.070244512,2.778309131,2.072108602,4.645323535,2.226849548,0.204578139
55,10.521777674,2.786535585,2.072587534,5.080495046,3.160322960,0.204732766
56,9.521966032,2.763719472,2.071776993,4.114427040,2.157636676,0.205043418
57,10.270509825,2.787775092,2.071818716,4.831162224,2.947927897,0.204803017
58,11.584763421,2.790480157,2.071794270,6.166909414,1.261458227,0.204747050
59,14.328348385,2.786949149,2.072596575,8.896803169,0.473078390,0.204723293
60,13.254155329,2.777567294,2.072378015,7.846043761,1.511864572,0.204839567
61,17.118707571,2.788104559,2.072355359,11.674944306,6.918927379,0.204651073
62,15.316590663,2.781460277,2.072844463,9.876092136,3.395294592,0.204819215
63,82.240077162,2.764820050,2.072458212,76.817577709,32.442462699,0.204677367
64,17.067936859,2.781235745,2.073254698,11.626618528,4.551130440,0.204961252
65,35.045853416,2.777512723,2.073407205,29.610517517,24.097900736,0.204818538
66,34.536632513,2.789824119,2.074769257,29.090205161,22.798338987,0.204707465
67,100.552042294,2.765813709,2.072466349,95.127969617,30.111447465,0.204581199
68,20.684585267,2.763540110,2.073422457,15.264641870,2.779109709,0.204821256
69,45.914573224,2.782000391,2.073686142,40.477953648,27.224872258,0.205043816
70,43.350473949,2.766275601,2.073137178,37.925779582,17.968319418,0.205159453
71,102.602415722,2.791104554,2.073063922,97.154354437,26.172415414,0.204806890
72,577.168831295,2.789242779,2.073171161,571.721819002,187.756423719,0.204924861
73,102.591203458,2.791245063,2.073499741,97.143145035,50.389498059,0.204950196
74,54.167129391,2.789182208,2.073098597,48.719009604,35.167604594,0.204889661
75,74.205406024,2.786441389,2.073086313,68.760244185,22.359437505,0.204900450
76,40.593759982,2.790701490,2.073782411,35.145881759,22.125538981,0.204766052
77,79.334001026,2.793320968,2.072673175,73.881648987,28.107477588,0.204985843
78,79.265507975,2.782737393,2.073223058,73.822698743,40.108385834,0.204985916
79,203.234464735,2.789358833,2.073719235,197.791459383,65.056386997,0.204878555
80,515.371437016,2.778954554,2.073232202,509.933096803,51.080327921,0.205067273
81,5.447416726,2.791212549,2.073524506,0.122202055,0.274596433,0.183294042
82,5.421487994,2.764770159,2.073653467,0.122025875,0.274101618,0.183302968
83,5.421362399,2.764650490,2.073869123,0.121996693,0.274896256,0.183356920
84,263.292547975,2.787099482,2.073325954,257.845684086,95.778917356,0.204970568
85,106.071826751,2.792471901,2.074587277,100.618968214,66.061029867,0.205149857
86,248.814155841,2.791227454,2.078956861,243.360170434,81.345177109,0.205221380
87,5.446053935,2.789540224,2.073393787,0.122107769,0.274478926,0.183093362
88,5.448985539,2.790166741,2.073948012,0.122221837,0.274566287,0.183143195
89,497.896807153,2.761096240,2.073609181,492.477813243,40.330742966,0.205065429
90,5.444879085,2.788706761,2.073438665,0.122032250,0.274244481,0.183106172
91,518.601836052,2.765924085,2.074034230,513.175762888,53.066218649,0.205234547
92,510.587045372,2.781688934,2.075649467,505.143909360,44.695119898,0.205243429
93,5.445916438,2.789592365,2.073139632,0.121910231,0.274118556,0.183330030
94,5.422464755,2.764931968,2.074341997,0.122096971,0.274170579,0.182907389
95,5.420827511,2.765801125,2.073153975,0.121910485,0.274019624,0.183108107
96,531.573695547,2.788905074,2.073564736,526.045202949,57.592900106,0.270623391
97,531.895509896,2.999877717,2.173909239,526.079417084,57.326442984,0.264971122
98,514.899540853,4.773790205,2.511185419,507.036770588,45.158564137,0.208344201
99,5.469864625,2.792914989,2.087411394,0.122114260,0.275223264,0.186286902
100,5.464719954,2.786510515,2.087267679,0.122579463,0.276029335,0.186275801
101,5.472395744,2.792949615,2.089048854,0.122131924,0.275799156,0.186536049
102,5.459475615,2.779965719,2.087962980,0.122614548,0.276426198,0.186401667
103,5.469101297,2.791350746,2.087872819,0.122360221,0.275569611,0.186574522
104,5.458826130,2.781817325,2.087427214,0.122268371,0.275052753,0.186420167
105,5.470470530,2.792162391,2.087572156,0.122338998,0.276171253,0.186737325
106,5.468530245,2.789988315,2.088232536,0.122411622,0.274975770,0.186387389
107,5.469258873,2.790578957,2.087729527,0.122785689,0.275475089,0.186924130
108,5.471037456,2.791154083,2.088028133,0.122483418,0.276829342,0.186447976
109,528.974747096,2.792979638,2.087545397,523.520652991,47.545472348,0.205417808
110,527.904552254,2.769896594,2.074743223,522.485281284,46.083862146,0.205261378
111,5.442533876,2.786438768,2.073266151,0.121896215,0.274055043,0.183228429
112,5.427245427,2.769117445,2.073766827,0.122456363,0.274825044,0.183245196
113,5.443427872,2.786706720,2.073248181,0.121937017,0.275041991,0.183302222
114,5.449204313,2.789070010,2.074594925,0.122205415,0.274692711,0.183226969
115,5.434666770,2.776700180,2.073747268,0.121816011,0.273731190,0.183473438
116,5.431849659,2.773051247,2.074536450,0.122319357,0.274793788,0.183334011
117,5.438508559,2.777807174,2.074220024,0.122000465,0.275559211,0.183384031
118,5.440948908,2.779397516,2.073971506,0.122510009,0.276114977,0.183613377
119,5.439433526,2.780204740,2.073811315,0.121852040,0.274491372,0.183355954
120,5.441234837,2.783939585,2.073252819,0.121733460,0.274846454,0.183322923
121,5.441273863,2.781946078,2.073157671,0.122493739,0.276553068,0.183046484
122,5.426038850,2.767724218,2.073439594,0.122583774,0.275050705,0.183256205
123,5.442661262,2.785966053,2.073711089,0.122068124,0.274487036,0.183120935
124,5.444059519,2.784535706,2.073586179,0.122263015,0.276431381,0.183440015
125,5.445094381,2.784865616,2.074093483,0.122363892,0.275404288,0.183271433
126,5.424569943,2.761924348,2.074154891,0.122081320,0.276604871,0.185134464
127,5.437512253,2.775690903,2.073099546,0.122080450,0.279845107,0.183217088
128,5.438342814,2.776867343,2.074454738,0.122092861,0.275749931,0.183232739
129,5.438224396,2.778963639,2.073059412,0.122397762,0.275615708,0.183431652
130,5.441394445,2.783918263,2.073995886,0.122019142,0.274559285,0.183048575
131,5.446521155,2.784626129,2.073269966,0.122070131,0.279315116,0.183266033
132,5.439971850,2.782534813,2.074295381,0.122132863,0.274952235,0.183552679
133,5.444241833,2.784479862,2.073222666,0.122085372,0.275741947,0.183148023
134,5.438360383,2.779941933,2.073818936,0.122336146,0.275963878,0.183252862
135,5.439313405,2.778642908,2.073881737,0.122210384,0.275655891,0.183002444
136,5.437707670,2.779939107,2.073499979,0.122378667,0.274645620,0.183674423
137,5.440222911,2.779628106,2.073313626,0.122188126,0.275899615,0.183149268
138,5.436752104,2.779731675,2.073672952,0.122151890,0.274486583,0.183649255
139,5.423946615,2.764048046,2.073403628,0.121987537,0.274840980,0.183233206
140,5.423385939,2.764089201,2.073806247,0.122254802,0.274692006,0.183985878
141,5.447867592,2.790158023,2.073524362,0.121978350,0.274294013,0.183178823
142,5.437927922,2.776302314,2.073748045,0.122491075,0.275470450,0.183431306
143,5.417166502,2.761803577,2.073915990,0.121941394,0.274188146,0.183640912
144,5.446321747,2.784798283,2.073831791,0.122571274,0.276391707,0.183211172
145,5.438610499,2.778810052,2.073983684,0.121780818,0.275004005,0.183631131
146,5.424986588,2.766926064,2.073797129,0.122435772,0.275518763,0.183175602
147,5.436204619,2.777793798,2.073022023,0.121946770,0.275555885,0.183661064
148,5.438673191,2.779965546,2.073338861,0.122426425,0.275513583,0.183314348
149,5.423023790,2.764159051,2.072750544,0.122179961,0.274349006,0.183695349
150,5.426201374,2.765503493,2.073703933,0.122251931,0.274931934,0.183535876
151,5.435353729,2.776969611,2.073595325,0.122089955,0.275813003,0.183240398
152,5.426977352,2.766933630,2.074697826,0.122762497,0.275108705,0.183288976
153,5.435873041,2.775541157,2.073916323,0.121944925,0.275473457,0.183352130
154,5.421861052,2.763937794,2.074282447,0.122155374,0.274617645,0.183369187
155,5.438509421,2.780348616,2.073405607,0.122009090,0.275215607,0.183321373
156,5.424238168,2.764754629,2.074009807,0.122356068,0.274370131,0.182824050
157,5.437371975,2.780474803,2.073300453,0.121945582,0.274043051,0.183285921
158,5.443314130,2.780416563,2.074275325,0.122353574,0.276193734,0.184079502
159,5.436677025,2.779082158,2.072646539,0.122154018,0.275283864,0.183263105
160,5.424228153,2.765686220,2.072574375,0.122387891,0.275496395,0.183187218
161,5.423136355,2.763423525,2.073255817,0.122268370,0.275626435,0.183436859
162,5.440921366,2.782781314,2.074757033,0.123028096,0.275822200,0.183574408
163,5.434794923,2.777352669,2.073402135,0.121944729,0.275354106,0.183044584
164,5.420318580,2.763415668,2.073871829,0.122105854,0.274408465,0.183226165
165,5.420301605,2.764222700,2.073367723,0.121901314,0.274022108,0.183054583
166,5.444496429,2.785751302,2.072791713,0.122366183,0.275328662,0.183145166
167,5.439254743,2.781435039,2.073103563,0.122153002,0.275480219,0.183269183
168,5.423705766,2.763178106,2.074235076,0.122450302,0.275520498,0.183404429
169,5.426736686,2.766496425,2.073828444,0.122436691,0.275841675,0.183634110
170,5.433216210,2.769906205,2.073820990,0.122295946,0.275317940,0.183297043
171,5.439155944,2.779358308,2.073507593,0.122241882,0.275233204,0.183378091
172,5.442207374,2.782112615,2.073110826,0.122369233,0.274947019,0.183253102
173,5.442496515,2.779951103,2.074691076,0.122283666,0.277414036,0.183199950
174,5.445957606,2.786079675,2.073703075,0.121957741,0.276180424,0.183410850
175,5.425369273,2.767076731,2.073298762,0.122226964,0.275509363,0.183019584
176,5.425797594,2.766656687,2.073107448,0.122266487,0.276602183,0.183593853
177,5.446121935,2.788936013,2.074038197,0.122337365,0.276402480,0.182949831
178,5.438171175,2.778028506,2.073870677,0.122062541,0.275247657,0.183427598
179,5.440657489,2.781254289,2.074362121,0.122380844,0.275463301,0.183234858
180,5.438059781,2.778098138,2.073825934,0.122145431,0.274370934,0.183318053
181,5.423964214,2.766376070,2.073533439,0.121927976,0.274718512,0.183153750
182,5.430207762,2.769719662,2.073492004,0.122506508,0.275277530,0.183204128
183,5.441909963,2.784195884,2.074148098,0.122017149,0.274416379,0.183300088
184,5.443114990,2.784628180,2.073393081,0.122588264,0.274390790,0.183302492
185,5.436021002,2.777001211,2.073775135,0.121951458,0.274311672,0.183461336
186,5.422332628,2.760664025,2.074451138,0.122832974,0.275910064,0.183269825
187,5.436049067,2.776975421,2.073994890,0.122037464,0.274409560,0.183287213
188,5.436326387,2.776500782,2.073882550,0.122044727,0.275299125,0.183152798
189,5.447777003,2.787385678,2.074063874,0.122499952,0.276153313,0.183298698
190,5.439019651,2.779119213,2.074320985,0.122428546,0.274801059,0.183045804
191,5.442220569,2.778747063,2.074199758,0.122603926,0.278458439,0.183292463
192,5.438715032,2.779864675,2.072857468,0.122679433,0.275868526,0.183216462
193,5.430765302,2.768617297,2.073937115,0.122499472,0.279602624,0.183060636
194,5.446167509,2.785656477,2.073111718,0.122491936,0.276739483,0.183354274
195,5.442476641,2.784114196,2.073681645,0.122190877,0.274826691,0.184242533
196,5.446831173,2.781623270,2.074145296,0.122409128,0.280472222,0.183399772
197,5.437856850,2.777931169,2.073940474,0.122530643,0.274315176,0.183233259
198,5.422930673,2.763948695,2.073602968,0.122014443,0.274581892,0.183724511
199,5.441992067,2.778013001,2.074480831,0.122701059,0.280234535,0.183181185
200,5.443844661,2.784511063,2.073323347,0.122436279,0.275974799,0.183115026
201,5.441578347,2.782202405,2.073826028,0.122496328,0.274855784,0.183639149
202,5.439603624,2.783021042,2.073548324,0.121917192,0.273976953,0.183793959
203,5.444664136,2.784101714,2.074144712,0.122447404,0.275054309,0.183383152
204,5.424377691,2.765773683,2.073911832,0.122098309,0.274133411,0.183196606
205,5.442105279,2.780728626,2.075169202,0.122506332,0.276592848,0.183313848
206,5.436231350,2.777641370,2.073685059,0.121963364,0.274770373,0.183157547
207,5.444003183,2.784945604,2.073925895,0.122129802,0.275212069,0.183714153
208,5.439979669,2.781310205,2.074224925,0.122333886,0.274907831,0.183147752
209,5.430772046,2.767970871,2.076617496,0.122534219,0.276651203,0.183741891
210,5.440967165,2.782529433,2.073851078,0.121884729,0.274309122,0.183346842
211,5.422691643,2.762992072,2.075820339,0.122304602,0.275196714,0.183689878
212,5.436797147,2.776688025,2.073727006,0.122052505,0.275124095,0.183297721
213,5.443324285,2.777734894,2.074115773,0.122406993,0.280535732,0.183580637
214,5.457941557,2.775994271,2.096732046,0.122355495,0.275025734,0.183132422
215,5.439572097,2.780341034,2.074043246,0.122149621,0.274653161,0.183128345
216,5.439336940,2.778175287,2.073992732,0.122089314,0.275175880,0.183203514
217,5.432475114,2.770835588,2.074619846,0.122478042,0.276028083,0.183497716
218,5.444966917,2.784451897,2.072576041,0.123047072,0.277330577,0.183447963
219,5.441448638,2.783257853,2.073382350,0.122028314,0.274917708,0.183482210
220,5.441538694,2.783989390,2.073267893,0.122455002,0.274007498,0.183010604
221,5.450079065,2.786403480,2.075745504,0.122647179,0.277481845,0.183413106
222,5.436562316,2.778276283,2.073730428,0.121862534,0.274305528,0.183366434
223,5.437387891,2.777101291,2.074068773,0.122306009,0.275878854,0.183562094
224,5.438745969,2.779214152,2.073397863,0.121972202,0.274976621,0.183586901
225,5.421814646,2.762989851,2.073641920,0.122132905,0.274519095,0.183220811
226,5.444558785,2.787376689,2.072890872,0.122206998,0.274646242,0.183222311
227,5.428309816,2.769027480,2.073227381,0.123005930,0.275048507,0.183483515
228,5.429229845,2.768025737,2.073740451,0.122391980,0.275449737,0.183461814
229,5.441725657,2.782831940,2.073079823,0.122400970,0.275204992,0.182989401
230,5.443103043,2.785776831,2.072404855,0.122388682,0.275287785,0.183539912
231,5.453609764,2.787444915,2.074578415,0.122780780,0.282969548,0.183352004
232,5.429598754,2.769380528,2.074309892,0.122287254,0.275735214,0.183200337
233,5.441153070,2.777891376,2.073408671,0.122438553,0.278943625,0.183721649
234,5.434037756,2.775469703,2.074352334,0.122390534,0.274575019,0.183242717
235,5.438142444,2.776798468,2.073836401,0.122276360,0.276766856,0.183405969
236,5.438731681,2.779704404,2.073519373,0.122410501,0.274966588,0.183524559
237,5.443418440,2.784484136,2.072902588,0.122405393,0.276181825,0.183185361
238,5.425343163,2.767087081,2.073191598,0.122494831,0.274251464,0.183073374
239,5.444410583,2.785169656,2.073423988,0.122362821,0.275583725,0.182964790
240,5.443147175,2.779295357,2.073508497,0.122545878,0.279741310,0.183396195
