iteracion,segundos,preparacion,indices,busqueda,comunicacion,consolidacion
46,7.216950973,2.710953200,2.069696403,1.878284949,1.087342547,0.205863884
47,7.231317754,2.722917189,2.071126288,1.879068692,1.079403485,0.205946650
48,6.832126487,2.720215397,2.071104593,1.483042984,0.707575861,0.205945377
49,8.611822541,2.719957454,2.072243288,3.253799659,1.967545351,0.205112347
50,7.873122075,2.718975782,2.070875969,2.524893856,1.256797101,0.205508650
51,9.577619047,2.718720281,2.070877832,4.206500683,3.329861329,0.205414780
52,8.088194540,2.721122643,2.070733113,2.739400235,1.342429592,0.205006668
53,7.793433374,2.699451311,2.071550292,2.464904375,0.641497187,0.205333528
54,9.951488105,2.717041016,2.071994426,4.591968492,2.221330626,0.205576000
55,10.398668344,2.725010733,2.071966849,5.026342095,3.146956201,0.205544910
56,9.421031114,2.719740545,2.071762851,4.059866668,2.150899153,0.205194758
57,10.143891063,2.717160813,2.071792977,4.775983978,2.942480729,0.204942692
58,11.458281496,2.716072741,2.072181665,6.112639950,1.261245365,0.205174836
59,14.213780488,2.719758787,2.072405736,8.844289529,0.478780131,0.207962001
60,13.157154801,2.718269716,2.073723442,7.802488109,1.529336774,0.205259346
61,17.015895997,2.720085783,2.072639653,11.637230616,6.933902518,0.205418227
62,15.205747646,2.725601695,2.073549672,9.819683506,3.394464843,0.205936847
63,82.157869123,2.719130558,2.072785117,76.779505677,32.448189945,0.205556473
64,16.965683207,2.729809412,2.072007453,11.573927007,4.546458589,0.208734462
65,34.972222320,2.735727400,2.089313414,29.560461022,24.098405343,0.205522908
66,34.383683269,2.706343645,2.072125822,29.022498712,22.779858359,0.205450520
67,100.442499480,2.721530165,2.071936149,95.063378620,30.104435041,0.204858666
68,20.587724423,2.724821424,2.072315633,15.203705574,2.771278983,0.205467450
69,45.826451139,2.729061327,2.072227235,40.439375787,27.243782458,0.205404692
70,43.254216235,2.717199064,2.072018036,37.876618553,17.971315356,0.205430480
71,102.480830885,2.727582442,2.072512741,97.094601821,26.164892938,0.205756135
72,576.996132895,2.715943291,2.072875338,571.620074695,187.711226837,0.205843947
73,106.706823677,2.707616316,2.072477734,101.338541399,54.647800041,0.205448779
74,54.056343525,2.723927620,2.072054483,48.673664011,35.175879937,0.205735773
75,74.107656111,2.724984503,2.072598507,68.722799222,22.384616045,0.206211230
76,40.468615612,2.700864314,2.072348440,35.108813545,22.140385864,0.205947916
77,79.232745494,2.732107070,2.072687302,73.840624111,28.105951946,0.206046478
78,79.184311354,2.736214747,2.073036133,73.786230313,40.121596419,0.206417744
79,203.139927838,2.729229458,2.072956699,197.750533669,65.072561801,0.205490909
80,515.151729040,2.706672701,2.073045317,509.783547913,51.015288476,0.205939268
81,5.335129758,2.721851545,2.072678301,0.068427393,0.284435492,0.183909879
82,5.323877153,2.705614275,2.072890751,0.068494112,0.290350196,0.182933232
83,5.335251362,2.718453752,2.072995687,0.068205051,0.284566067,0.186177812
84,248.384364059,2.716873541,2.072902884,242.988103663,81.026789701,0.221500752
85,106.377933860,3.074075585,2.123912339,100.593144728,61.786436589,0.205145990
86,248.730380409,2.727352717,2.072741084,243.343095471,81.454095703,0.205848790
87,5.344950009,2.728728100,2.072962915,0.068309251,0.286716867,0.184175457
88,5.339852645,2.727605316,2.074073881,0.068237538,0.281788293,0.184431830
89,497.877611203,2.721265501,2.072603229,492.509176557,40.995528180,0.206090445
90,5.328465042,2.716794423,2.074435163,0.068092890,0.280984385,0.184084093
91,509.826898897,2.705508844,2.072844569,504.476111961,44.421357833,0.205334330
92,510.389697349,2.705912222,2.072671622,505.036849575,44.662243100,0.205845457
93,5.310461737,2.703127831,2.074731991,0.067849732,0.275964137,0.184269381
94,5.344413833,2.730891940,2.072607190,0.068096753,0.284928835,0.184088402
95,5.342333320,2.723920011,2.073561685,0.068440100,0.288429510,0.183837992
96,518.340476277,2.723426547,2.072975369,512.971719427,44.567325170,0.205399747
97,518.944380022,2.720223101,2.075494778,513.573576631,44.875417503,0.206931467
98,511.367205125,2.720869667,2.072902103,505.998662953,44.184221585,0.206202915
99,5.342432869,2.730219713,2.072525115,0.068071668,0.283401891,0.184221347
100,5.342914559,2.725258018,2.073222387,0.068502771,0.288603688,0.183717341
101,5.340761789,2.726099262,2.072876238,0.068008904,0.285335242,0.184383725
102,5.338007904,2.725825575,2.075383533,0.068105124,0.280892875,0.183759580
103,5.317853641,2.704169776,2.073115555,0.068193524,0.284631775,0.183863224
104,5.343634937,2.726842401,2.074813009,0.067945217,0.287107246,0.184373736
105,5.338869513,2.725498605,2.072638780,0.068188893,0.284220660,0.184320275
106,5.341310749,2.726726088,2.075973414,0.068096825,0.282987554,0.184534612
107,5.332393942,2.718652126,2.072611440,0.067868819,0.285325179,0.184191718
108,5.330242100,2.718376381,2.072828453,0.068262598,0.282609652,0.183973046
109,527.341298132,2.718138569,2.072355631,521.976496738,46.057268036,0.206095106
110,527.794592839,2.723292982,2.072710937,522.424664188,45.515053035,0.206117123
111,5.338022508,2.723064241,2.072863769,0.067990931,0.285270641,0.184506169
112,5.332145808,2.718352593,2.072971839,0.067915494,0.284017741,0.184343110
113,5.329853263,2.718518119,2.073294934,0.068072443,0.280624861,0.184441600
114,5.333996026,2.720363531,2.073040881,0.067943155,0.284335590,0.184405641
115,5.344460315,2.729353908,2.073666973,0.068071774,0.283978991,0.184257257
116,5.341327906,2.719056423,2.073018216,0.069366806,0.292067329,0.184490716
117,5.335483980,2.719951466,2.074087079,0.068190925,0.284571060,0.183828038
118,5.343299946,2.727268274,2.073239335,0.068068682,0.285942368,0.184094250
119,5.334071520,2.722915046,2.073131075,0.068140694,0.282663485,0.183212721
120,5.339141440,2.726357476,2.073153236,0.068068466,0.282745527,0.184111499
121,5.340821434,2.728188299,2.072738247,0.068145104,0.283601569,0.184295641
122,5.329629641,2.717033041,2.072678955,0.068064153,0.284269482,0.184059558
123,5.338285983,2.725676732,2.073414198,0.068160845,0.283497932,0.183763798
124,5.341487591,2.724769308,2.072992810,0.068040595,0.286203328,0.185040153
125,5.338026178,2.728096446,2.072710603,0.067781595,0.281266303,0.184184849
126,5.337293438,2.724039970,2.072707380,0.067926264,0.283924639,0.185184595
127,5.333198598,2.720438504,2.072293897,0.067913540,0.283945855,0.184383977
128,5.344889021,2.727646195,2.073207628,0.068701419,0.287013761,0.184527967
129,5.338175362,2.725763350,2.073765313,0.067968540,0.281124218,0.184540643
130,5.338506520,2.723150442,2.075021227,0.067885274,0.284248732,0.184421923
131,5.333144374,2.719202472,2.072620938,0.068193726,0.284883115,0.183964395
132,5.333689717,2.719403314,2.073289605,0.067982407,0.284139454,0.183996735
133,5.338030610,2.725637358,2.072843966,0.067884587,0.283190640,0.183930366
134,5.320604303,2.705207801,2.073190207,0.068148262,0.281702371,0.188112712
135,5.341239247,2.728850899,2.072399285,0.067925923,0.283695688,0.184054568
136,5.336605864,2.722358319,2.072824515,0.068083092,0.284565884,0.184422350
137,5.339048146,2.728061286,2.073068262,0.067916469,0.281137561,0.184046848
138,5.335108054,2.725996359,2.073851948,0.068070663,0.277848002,0.184357890
139,5.329610250,2.720197200,2.073215168,0.068016622,0.279621990,0.183742104
140,5.340668227,2.722891399,2.074107447,0.068145261,0.287950105,0.183955004
141,5.337047906,2.726421210,2.072866938,0.067983404,0.281539381,0.184206020
142,5.337989212,2.712971957,2.087564818,0.068330339,0.277260564,0.187816411
143,5.338926696,2.714998150,2.087864761,0.068183507,0.276239902,0.187418920
144,5.330356467,2.707003533,2.087839082,0.067973624,0.276542364,0.188294774
145,5.330943317,2.705731607,2.088201102,0.068377884,0.277529812,0.187625284
146,5.334156001,2.709002380,2.087803872,0.068883842,0.277577404,0.187312581
147,5.310408149,2.703812528,2.073137648,0.067613372,0.276751060,0.184276503
148,5.328743940,2.717918207,2.073294300,0.067852280,0.281337668,0.184304409
149,5.317219928,2.705937438,2.073152973,0.067970788,0.281712257,0.183977304
150,5.339805316,2.724021536,2.073224922,0.068220529,0.286262649,0.183969315
151,5.320221508,2.706576253,2.073793272,0.068039444,0.283619770,0.183798086
152,5.317892444,2.705645908,2.072956562,0.068204048,0.283345545,0.183917473
153,5.316136515,2.705210898,2.073412856,0.067955603,0.280719004,0.184368390
154,5.343151305,2.726417645,2.073097744,0.068250673,0.287746133,0.183863953
155,5.334508053,2.723811427,2.073480690,0.067821253,0.281605520,0.183346639
156,5.340547739,2.727137888,2.072391006,0.068085994,0.284874982,0.184037395
157,5.329242516,2.716157834,2.072515580,0.067814240,0.284349038,0.184447299
158,5.332341816,2.719377223,2.074182888,0.068343226,0.281699919,0.184331466
159,5.309846861,2.699936061,2.072213055,0.068081847,0.281311969,0.184127366
160,5.335127576,2.719357852,2.074667156,0.068388238,0.284801708,0.184125138
161,5.335321080,2.717985977,2.072876707,0.067950141,0.288305499,0.184248589
162,5.348089778,2.723624097,2.073344739,0.072651852,0.293759817,0.184270399
163,5.356597789,2.745140249,2.072614873,0.067889583,0.282890768,0.183902401
164,5.338809444,2.718925703,2.075285903,0.068035990,0.288465750,0.184300285
165,5.337545899,2.725501295,2.072757678,0.067780974,0.283192013,0.184169537
166,5.340135205,2.727535151,2.073481466,0.068154844,0.282110609,0.184318951
167,5.326504908,2.716104897,2.072858017,0.067619122,0.280850455,0.184331050
168,5.342290009,2.728278264,2.073091891,0.068025994,0.284434585,0.184338576
169,5.327365438,2.720380700,2.073369993,0.067578282,0.277064615,0.184102326
170,5.328953469,2.720909494,2.073422934,0.068160472,0.278886277,0.184172551
171,5.329206355,2.724895179,2.073007193,0.068079037,0.275111889,0.183640302
172,5.333899334,2.721757701,2.072497198,0.067802184,0.284220920,0.184283904
173,5.319212619,2.703293970,2.072938389,0.068262260,0.287070612,0.184283168
174,5.330059847,2.721139743,2.072567757,0.067920925,0.279900218,0.184204157
175,5.344389353,2.731139841,2.073988862,0.068248423,0.283173877,0.184164349
176,5.332935084,2.718495084,2.073265371,0.068032349,0.285218419,0.183957828
177,5.333279867,2.721902369,2.072764901,0.067644203,0.283261529,0.183587173
178,5.332636262,2.722603672,2.073599305,0.067688773,0.280372341,0.184003817
179,5.342913079,2.727833222,2.073323482,0.068354756,0.286279672,0.183324291
180,5.337895441,2.728056223,2.073508474,0.067681179,0.279940301,0.184205620
181,5.326089534,2.715255807,2.073826775,0.068035883,0.281588349,0.183406648
182,5.347000561,2.723504133,2.088658340,0.068394112,0.278359043,0.187050876
183,5.344130463,2.720039122,2.087773403,0.067922591,0.276948481,0.187855467
184,5.344674076,2.719523214,2.087955726,0.068261477,0.276858577,0.187965522
185,5.326525617,2.703220046,2.087744289,0.068075068,0.275682040,0.188001166
186,5.338963895,2.716569852,2.087750610,0.067926196,0.276436695,0.187612884
187,5.343275266,2.721123825,2.087583969,0.067994875,0.275365654,0.187370764
188,5.342315150,2.718474125,2.088062767,0.068392042,0.276291270,0.187479658
189,5.324750683,2.712229721,2.073977391,0.068224526,0.281897242,0.183878295
190,5.311029473,2.701691343,2.075561389,0.067958644,0.277364089,0.183903782
191,5.340036694,2.728030842,2.073228720,0.068118865,0.283309920,0.183303945
192,5.342806763,2.726143246,2.073713253,0.068380684,0.286375117,0.184041315
193,5.332693669,2.722550508,2.072965109,0.067917306,0.280302007,0.184335523
194,5.338401497,2.727005285,2.073202818,0.068260170,0.281513696,0.183720990
195,5.324397368,2.710241632,2.073105970,0.068100414,0.284778572,0.183339714
196,5.329923729,2.722666605,2.073633558,0.067919356,0.274770982,0.185680027
197,5.342594702,2.727826362,2.073965100,0.068260360,0.283513570,0.184216036
198,5.342520838,2.730346540,2.072649160,0.068075092,0.283063748,0.184096601
199,5.330822839,2.717019200,2.072382972,0.068424215,0.283916895,0.184154154
200,5.333869605,2.718302799,2.073895904,0.068170534,0.284646221,0.184053082
201,5.328647521,2.718465509,2.073308184,0.067867364,0.279844570,0.183862031
202,5.339932447,2.725941232,2.072638958,0.068059808,0.285219917,0.183935753
203,5.318159130,2.704619158,2.073658274,0.068029158,0.282949414,0.183868847
204,5.343810059,2.727374922,2.073547544,0.068154042,0.285906147,0.184335140
205,5.322748977,2.710211712,2.074791159,0.068188893,0.280772288,0.184239518
206,5.331741203,2.719283131,2.073236649,0.068070795,0.282557105,0.184260137
207,5.328458831,2.722387918,2.072716020,0.067738852,0.276087420,0.184037042
208,5.335610109,2.723187653,2.073769455,0.068170807,0.282581893,0.184184121
209,5.327374827,2.721564330,2.073459680,0.068038513,0.274739379,0.184799229
210,5.339007045,2.726810164,2.072490098,0.067710035,0.283347305,0.184179551
211,5.332065126,2.718960781,2.072626264,0.068056998,0.283900950,0.184373321
212,5.342138366,2.727739438,2.072254414,0.068136224,0.286059259,0.183974474
213,5.339417782,2.728088684,2.072594059,0.068034233,0.282081839,0.184086251
214,5.326695882,2.716056785,2.073701136,0.067797640,0.280575646,0.183861396
215,5.341064373,2.726271655,2.072947626,0.068496266,0.284412121,0.184367956
216,5.322858951,2.713422922,2.073334400,0.068007067,0.278295012,0.184710443
217,5.335340451,2.721406018,2.072463571,0.068181371,0.284754560,0.184388350
218,5.332045493,2.720749175,2.073095100,0.067887538,0.280757981,0.184506535
219,5.339934713,2.727121829,2.073494417,0.068159274,0.282120585,0.184403410
220,5.311939777,2.705036698,2.075469318,0.067983063,0.275266725,0.183924010
221,5.340321824,2.727286805,2.073154167,0.067902937,0.283269979,0.184156750
222,5.340204826,2.726534956,2.074031648,0.068152950,0.282490310,0.183886878
223,5.341152111,2.727799220,2.073188809,0.068009834,0.283528901,0.184303593
224,5.336565182,2.731165965,2.072298492,0.067991484,0.276959255,0.184367566
225,5.343487423,2.730598260,2.073492965,0.068025020,0.282498834,0.184196143
226,5.342212026,2.727515600,2.073882382,0.068475193,0.283681863,0.183989106
227,5.319210770,2.706831121,2.073051475,0.068098932,0.281707586,0.184660067
228,5.341312647,2.729324074,2.073172973,0.068029616,0.281565420,0.184065010
229,5.342436622,2.728133491,2.072817534,0.068145589,0.284342286,0.184325958
230,5.339499736,2.727566029,2.072935305,0.068049252,0.282295409,0.184266194
231,5.333058760,2.718147647,2.072884855,0.068104933,0.285321293,0.184280927
232,5.342344429,2.728173643,2.073411435,0.067572204,0.283759651,0.184049384
233,5.334477290,2.724911778,2.073048810,0.068009690,0.279476495,0.183843118
234,5.335740896,2.728873083,2.074732713,0.068374597,0.276645148,0.184769194
235,5.479282858,2.729031692,2.138998856,0.081248981,0.305563816,0.232415117
236,5.344966107,2.728282509,2.073032512,0.068404958,0.287438768,0.183348867
237,5.333641376,2.722309285,2.073362256,0.068011543,0.281106318,0.184053677
238,5.327689266,2.705018852,2.087506165,0.068695399,0.276865008,0.186899869
239,5.344720972,2.724521291,2.087757679,0.068086604,0.276142919,0.187224692
240,5.329850567,2.706954120,2.086922882,0.068503031,0.276464048,0.187979345
